videoId,channelId,publishedAt,searchKey
:lJmPrgxVe7k,UCEQumzzbW2mrcMxKwEo7diw,2019-10-30,cocaine+ addict
:yOi0jpd910w,UC4h_d6JUERqkF0s_6bg82YA,2019-11-03,cocaine+ addict
:hMp-EbfwaEw,UCn8zNIfYAQNdrFRrr8oibKw,2019-10-28,cocaine+ addict
:KpWQKMNHRdM,UCoMdktPbSTixAyNGwb-UYkQ,2019-11-03,cocaine+ addict
:0LWCto4Fs8A,UCd-uFWZOWDG0OW3I2mSSehg,2019-10-27,cocaine+ addict
:ePttX6S7RN8,UC_xGi9VGsn6xgxigxyNoKxw,2019-10-25,cocaine+ addict
:4G4s1yjx_xM,UCRCTq93p24P0FieBYFAjsoQ,2019-11-06,cocaine+ addict
:0r-lvy0aCXg,UCADaBeM0qiKEZIw9_OuYmuA,2019-10-25,cocaine+ addict
:fzVd8E92xlw,UCMi38pytm6Ca2KXc7ftlu_w,2019-10-29,cocaine+ addict
:c2wVg-4AyCc,UCKsB-7GbYDSx08m3vdBt1jg,2019-10-27,cocaine+ addict
:Irc5nz3y0uk,UCNNTZgxNQuBrhbO0VrG8woA,2019-11-01,cocaine+ addict
:xDSs-MQ5sDc,UCBH2_LeMEWzHdjgOtELwuEg,2019-10-28,cocaine+ addict
:eQboAFYu2rE,UCsXOYGdsop1G3EQ9aFWehYg,2019-11-06,cocaine+ addict
:jKIEMHESiSg,UCaccx89LbpXYV9biInO1OUA,2019-11-06,cocaine+ addict
:TEBPNdLOu3g,UC7CVOVMI29GeVWTCOqd3P1Q,2019-10-31,cocaine+ addict
:uZMwOKeuJqk,UCCvcd0FYi58LwyTQP9LITpA,2019-10-27,cocaine+ addict
:-dYXAl83h5g,UClyj3uTpwDv_f6dvkUYntHg,2019-10-31,cocaine+ addict
:i0eTcTKmn9c,UCPsqYh8flWu74GtD-YgvBJg,2019-12-20,teamtrees
:SyA19pClWzw,UCCDb8fKAABbDQN5uCp7kurw,2019-11-04,teamtrees
:oUtoTlorEnk,UCisNvtwBSvrDLSP-oYJzrAA,2019-12-30,teamtrees
:scXeP-S_IvU,UCSueINUMObVUBGKu4wpfB6w,2019-12-08,teamtrees
:9kfArPcY8Sg,UCyuH8rEXyfzWiN4h9PwPihw,2019-10-27,teamtrees
:ztge36K7_ww,UC6fpkijaLLVc6_XgsBmM84A,2019-10-25,teamtrees
:C7EguktQ_eo,UC6x7GwJxuoABSosgVXDYtTw,2019-10-25,teamtrees
:CuA7f6od9zA,UC2HliBcM4F5IH_r0TPd_Mtw,2019-12-20,teamtrees
:kbDvCgrIEy0,UCbHQav6ySeu6scbIuQtFqYA,2019-12-30,teamtrees
:MB3p6aS4Lvk,UCG8CLJDhaQfs5GVmYxURpkg,2019-11-17,teamtrees
:0ZhHyJ4EYXw,UCsy12h-0xK_UCJDIDDEe0zQ,2019-11-27,teamtrees
:OxpubCmX9b0,UCQYgdqQr3iiH36AhxWNr1bw,2019-11-05,teamtrees
:yZtxFEXUxqM,UCUUCaxa1QLDsMf1v8yzqZMQ,2019-12-07,teamtrees
:IYiWFWLwv3g,UC6Hg4sUu_MX3_uC_laL--LQ,2019-10-27,teamtrees
:MqsnABVT-wA,UCd3Ks8G9T48eoh97JGAc2gA,2019-12-22,teamtrees
:1S0XgBYcUQI,UCmf6wmL8yA5WyZhIlcw_-qg,2019-12-13,teamtrees
:CNGrx3oDO5U,UCX4fmknBOjXZ7fAGATQ58dg,2019-11-21,teamtrees
:KkS1KfUpD9o,UC-nGg8clgKu8PW8R7en9TQA,2019-11-26,teamtrees
:JG4DrJVxJfU,UCeerHFgR9_y5s_DQx3YL3qw,2019-12-22,teamtrees
:E9C1CGSLDbA,UChP1LY6AmOKBwxTbo4DO-ng,2019-12-26,teamtrees
:6Gt26XzTVuo,UCx7ChzXNcnNT-c0DiS_3uPA,2019-10-25,teamtrees
:0ksapLvMrgE,UC577SIgTe1cjpdOSLADWNDw,2019-10-30,teamtrees
:q8QmCKApsQ8,UCSueINUMObVUBGKu4wpfB6w,2019-12-12,teamtrees
:L76DEVvVkDk,UCzl8GEjZbjgtVj0ppupdBbg,2019-12-03,teamtrees
:0YP4AxHF6L0,UCrmXuMrN4i6gJ-j7GrnJGNw,2019-12-12,teamtrees
:uiMuI54rrK4,UCFggxImGgdkYtDElA9jRjWg,2019-11-21,teamtrees
:hwZds0Oi5Ks,UC3Y7OyuS9jNdZy3ZadrAbWQ,2019-10-26,teamtrees
:ghxHW9FV2pw,UCumibwiI62eK2ch33wedTSA,2019-12-20,teamtrees
:O8KQxXBO7pI,UC-w5Byydm6hoY2vfAsOgGEg,2019-12-19,teamtrees
:j1yBAQU5Q_s,UC8FePs_Ge1LnLdtoZtHhSSQ,2019-12-23,teamtrees
:oVUbuWuDnTE,UCD9HGLSvnye0i6_ceTNFP3w,2019-10-26,teamtrees
:XcAw9avKcoc,UCj9aZTpYRHbin1dRHA0275w,2019-12-21,teamtrees
:x8r2UhAgvVY,UCQt_2rkxt9VbDO1PwQr4_sw,2019-10-25,teamtrees
:Wf6rGWcWcT8,UCPySSa-4VhTWfbGVluGTRfg,2019-12-31,teamtrees
:akWhsBBrDz4,UC-CEj5cVyUQQxZycdHOGasA,2019-12-26,teamtrees
:QxL43h0uK4U,UCpMZVV9rUpkgquR2DRRrDjw,2019-11-02,teamtrees
:WBBUeb_WLGg,UCCgrupkDb0WTCYaLw42ewEw,2019-10-30,teamtrees
:tZwwhGuxfaw,UCvG04Y09q0HExnIjdgaqcDQ,2019-12-17,teamtrees
:BICTtOu0sIM,UChVDx9IrUsvLhv4hhZMAYEg,2019-12-31,teamtrees
:ZOlVZsbb_jo,UCY_wR6h97_ylUAQ9CX_1DbQ,2019-10-26,teamtrees
:48XfGfjwLKs,UCjEV-_ypmpX8AYqvygdvRSA,2019-12-27,teamtrees
:kb3Gxo38A6w,UCN0b8n4gXyUKUIkihY5scoQ,2019-12-28,teamtrees
:iCZB0kCCgYo,UCXxicUTzAn0hP3KKSsrpl5A,2019-10-30,teamtrees
:JxeHWtlrG2g,UCJUn6QmXuFV9CkuJB9T7F_w,2019-11-15,teamtrees
:mlLl8eFJgkU,UCbKWv2x9t6u8yZoB3KcPtnw,2019-10-29,teamtrees
:APxUJmZNzqw,UCdA8BFOLIbylIO054F6FHcw,2019-10-25,teamtrees
:VqgpU84RC2I,UCa6TeYZ2DlueFRne5DyAnyg,2019-10-25,teamtrees
:cO3wNU99emI,UCXUrSJbb-SJkXh0I0ONB4Vg,2019-11-23,teamtrees
:3wr5Dw-DcAo,UCeYCTTf1RylQitBpLS9Ajbg,2019-10-25,teamtrees
:vs4YMpUmm_A,UCjiJamq8Oo8gqaAEl27BqxQ,2019-11-09,teamtrees
:RFbyjrL-CQ8,UC1N60Cm64tYEKKg6rTV3A6A,2019-12-29,teamtrees
:7V6WFamWZxs,UC-YEZq88GXbVt2pCpanicKg,2019-10-25,teamtrees
:3fGlvusJsrI,UC_7aK9PpYTqt08ERh1MewlQ,2019-10-25,teamtrees
:ZxT2j7XIkM8,UCAzTF97uY9PPxW2Ngfr1AFg,2019-11-19,teamtrees
:cyuJ1qTLQXI,UCy6e6PPOSOzxQEFdnRTVo-A,2019-11-02,teamtrees
:9xxG2Cz8TwU,UCSueINUMObVUBGKu4wpfB6w,2019-11-26,teamtrees
:KzdAe4CR2ik,UC7yAtF1D28qCHH55DF8DBbA,2019-10-26,teamtrees
:U9gD39iEa9s,UCixKhqOSgio5lM2srrOngUg,2019-11-04,teamtrees
:44vb_fug59M,UC6ikkwaLQTCQbQ-JD-9L0Uw,2019-12-22,teamtrees
:YBkLy4OOiVo,UCn2j-daGfwrVdeTeg6lj_5w,2019-11-16,teamtrees
:57DS0PMv2Mo,UCwC4dsrwlrB8b8_8OefmzqA,2019-11-06,teamtrees
:lcWLFVYKlAI,UCmtrjLhtTXV3JQ-mHwjKFRg,2019-11-12,teamtrees
:ILLR41JhhbA,UCs73CHuMxlBB2Sq9hF5_ReA,2019-10-25,teamtrees
:7oDGpSCeicw,UCedjzWREh9G6VGqZkbTwy_A,2019-10-26,teamtrees
:XgE1uwXqNSI,UCfl1YDfaZnqTle2GAM7cFIw,2019-10-29,teamtrees
:DrdhjFDhjeg,UCUE03WFZfPAz00OE5kIixYw,2019-12-21,teamtrees
:nECuOQVSMFU,UC1-_RMFZRA5QQWVeC7FNtVA,2019-11-24,teamtrees
:4uAwZpWGm10,UC_MpSIOPpYUNAMr0iYZhuSQ,2019-12-20,teamtrees
:I5EEo2cJ8xY,UCYLbjRePL_jXHRRBZbN-x9w,2019-12-21,teamtrees
:Dg1v4Yi9xN0,UCWZZ-byvS1ZXZ7CVX9PFFaQ,2019-12-20,teamtrees
:t4D7WyUTX9g,UCoSakiEiuvMErUZ_E5lW5Jg,2019-12-22,teamtrees
:6MiYyKYTiYk,UCK-XMiHqwpv8YDuInNQKnLg,2019-12-27,teamtrees
:3VGK2GSEMyU,UCB8ZebYHzbRCer_kyCJlsPg,2019-12-08,teamtrees
:8WwaHT4RqGw,UCfyfvv_Yk-AD7KQw0_qnCnQ,2019-12-22,teamtrees
:z8YaC601W9Y,UCU9yDfFMVjZLr8eE76z2f8w,2019-12-30,teamtrees
:YUAjiGEkJbE,UCumibwiI62eK2ch33wedTSA,2019-12-06,teamtrees
:gbyuYEFzAN4,UCeerHFgR9_y5s_DQx3YL3qw,2019-12-22,teamtrees
:PhHQis7WlG8,UC-XMIwx2H6FEQm_MkzZpRDg,2019-10-25,teamtrees
:es2lMH147AI,UCBHD6Yg8R1yS9akfGm4mecQ,2019-11-02,teamtrees
:TLxU7pUVk_M,UCHS1PVIMwGZtMcwNBTKo4RA,2019-11-02,teamtrees
:iytnyPxoQRc,UCwhGKtwpJd9RKWV7BAnw4rg,2019-11-11,teamtrees
:gTjZX_DV0yE,UC_W5dwVHpjxue5R4ILmMZAA,2019-11-28,teamtrees
:L4NeLCtj9d0,UCHHCPBMbouPCCaODlfuM8xQ,2019-12-22,teamtrees
:w51dErnVeBI,UCCBFhFEY2tIshNjuHLI_70A,2019-12-14,teamtrees
:ApbypOTYN_A,UCg2FFQhgisZKlXUhjogx8Bg,2019-12-21,teamtrees
:lsXYj6T86OY,UCiNo4ZzmRuPGtuPZ4s9930Q,2019-10-29,teamtrees
:1p-0iUf-A9Q,UCUv7TN0m3Cp0FRWk-_5ILYA,2019-10-31,teamtrees
:qpkzlQFolb4,UCtln19o20GHojrw4jj-BG4w,2019-12-20,teamtrees
:BLaJ3ZXtmYY,UCsNl4_PLA296aBr1DiNo1Ug,2019-12-19,teamtrees
:nhoNHpuUBak,UCIPqDMREe1AkVQrUPgP1C-Q,2019-12-23,teamtrees
:5uwe7qVtrrg,UCIMXKin1fXXCeq2UJePJEog,2019-10-30,teamtrees
:R3y6b5lhnzw,UCvlmHF_K6UpaoqTnTBonRsQ,2019-12-28,teamtrees
:cp86MoNGzBo,UCj8FpxH9c-h7gLrjpym3qtA,2019-11-09,teamtrees
:dgUBe5J0dtA,UC55X3aE0Kfse7oGv5jni4kQ,2019-12-23,teamtrees
:EvF33SRPtQU,UCmVBahNSwnFt8c3jzkfNG-g,2019-10-26,teamtrees
:gIujYl56sJQ,UC722pdt-51Jy0jPDCV5uuJw,2019-10-25,teamtrees
:gvUjCIYNV50,UCZCeiZ2zOm6PduW06jUQzHw,2019-10-25,teamtrees
:ZGFeIHkWXgQ,UCvjiyhhwbPyFPhGDktfrQMQ,2019-10-27,teamtrees
:4u6G2UVWzxo,UC3uz50OEnY6B4hOarz3LWEg,2019-10-27,teamtrees
:HoQb0V_RmVM,UCYzAGNBhUorEjno_dmUMNqA,2019-12-29,teamtrees
:OvPfIRBrMQI,UCpg-ThSURKSi6E4tdAIBhQg,2019-11-15,teamtrees
:hf5MwEGt3bw,UCeSqb2emz9MKU_miufVeH1A,2019-11-11,teamtrees
:6BKwP0aR2A4,UCmk_vd3OTvAGsqHZh4Bki5g,2019-12-20,teamtrees
:aYBs8LYGCyY,UCuV69gufSLrx8zHEz-XXCoQ,2019-12-02,teamtrees
:lvg0Xkrb-Do,UC9BildjPgCh9cTylUGJr58A,2019-11-20,teamtrees
:TDCd-JoQ6FM,UC9UPI9kZwz0Witlx2g3L7aQ,2019-11-03,teamtrees
:Rzg25JOn1uE,UC1CdN1-b2QjRwqf3i-RRfSQ,2019-12-10,teamtrees
:y30qcWGZkz4,UCHCMrUGlBj4N0qpDRc3KD5w,2019-12-21,teamtrees
:ZP72yKWwhng,UCBIFTJsljlkp3NYaYwZ4Ldg,2019-10-25,teamtrees
:5d9fPj7gNiU,UCfu6NefvRMiTP4xksTuOw7w,2019-11-27,teamtrees
:GQJ37jm6As0,UCYYyPtciuwGwGzSl9rESVkQ,2019-12-28,teamtrees
:uM3CT3W7vwk,UCmKUgfKo7Yjcp7TQizDn7wQ,2019-12-03,teamtrees
:lUo1mGYP1Nc,UC2awqRH0ETzbfWs_SFKZCbg,2019-12-20,teamtrees
:NFnVkPPmwbI,UCeerHFgR9_y5s_DQx3YL3qw,2019-12-21,teamtrees
:YNptUgxF13U,UCyRBu91aNr2EqeASuciAaag,2019-12-06,teamtrees
:l1r1KLa5RWo,UCZTRgf0h-OAGXR7uP2iKc6g,2019-10-28,teamtrees
:OmSrdTtVUyE,UCErTx05gaoNAtKCr0WYlSZw,2019-12-07,teamtrees
:kHsryl_NM2Y,UCeS51WgWiwnp9lE0wmBFtgA,2019-10-26,teamtrees
:0k7tgk-5iKo,UC9a_V7YbGGmWphAzk8_4LFQ,2019-10-31,teamtrees
:cMici5F51g4,UCCw7SvVod13M4EJA0dK7o7A,2019-12-09,teamtrees
:PAzHhNPOMzY,UCq2dMgTgOTYfN_iLgLEOoFg,2019-11-11,teamtrees
:6aff4nVaI_k,UCBrrLd6giscJtbW_BKrdmow,2019-12-19,teamtrees
