TASK_ID,SAME_TASK_GROUP_ID,STATUS,USER_ID,IP_ADDRESS,COUNTRY,START_TIME,FINISH_TIME,TIME_TOOK_TO_COMPLETE_TASK,VIDEO_URL,speak_language,category,mrbeast,arborday,teamtrees_org,noteble_youtuber,noteble_entrepreneur,event_name,quality,creativity,awareness
9414847,G5e3dc4d29a056,OK,fab6a276,47.184.150.146,United States,"Sunday, 09-Feb-20 11:37:34 EST","Sunday, 09-Feb-20 11:43:49 EST",6 minute(s) and 15 second(s),https://www.youtube.com/embed/r98lt_ud8k0?autoplay=0,speak_yes,planting_trees,1,0,0,0,0,TeamTrees,very_high,very_high,very_high
9403682,G5e3dc4d29a056,OK,a952c7a5,181.97.40.28,United States,"Friday, 07-Feb-20 15:25:03 EST","Friday, 07-Feb-20 15:33:30 EST",8 minute(s) and 27 second(s),https://www.youtube.com/embed/r98lt_ud8k0?autoplay=0,speak_little,planting_trees,1,0,1,1,1,TeamTrees,high,high,very_high
9404089,G5e3dc4d29cd90,OK,5fb336fc,186.93.176.177,United States,"Friday, 07-Feb-20 15:36:16 EST","Friday, 07-Feb-20 15:44:53 EST",8 minute(s) and 37 second(s),https://www.youtube.com/embed/Zf1bUJZNWY0?autoplay=0,speak_little,comment_news,1,0,1,0,0,TeamTrees,high,high,high
9404140,G5e3dc4d29cd90,OK,e4052d9b,2600:6c50:580:458:b5bb:9b68:25a5:9a3a,United States,"Friday, 07-Feb-20 15:42:10 EST","Friday, 07-Feb-20 15:48:36 EST",6 minute(s) and 26 second(s),https://www.youtube.com/embed/Zf1bUJZNWY0?autoplay=0,speak_yes,comment_video,1,1,1,0,0,TeamTrees,neutral,low,high
9405262,G5e3dc4d29cff7,OK,a4ba7ac3,2003:c5:713:8100:5964:9375:91f1:26ac,United Kingdom,"Friday, 07-Feb-20 18:40:38 EST","Friday, 07-Feb-20 18:52:05 EST",11 minute(s) and 27 second(s),https://www.youtube.com/embed/VaGvewsHE-Y?autoplay=0,speak_yes,live_stream_game,1,0,1,0,0,TeamTrees,high,neutral,neutral
9407834,G5e3dc4d29cff7,OK,6f508133,172.245.10.98,United States,"Saturday, 08-Feb-20 06:48:06 EST","Saturday, 08-Feb-20 06:55:53 EST",7 minute(s) and 47 second(s),https://www.youtube.com/embed/VaGvewsHE-Y?autoplay=0,speak_yes,live_stream_game,0,0,1,0,0,TeamTrees,high,high,high
9405067,G5e3dc4d29ce7f,NOK,e18729fe,24.76.93.26,Canada,"Friday, 07-Feb-20 16:52:24 EST","Friday, 07-Feb-20 16:58:15 EST",5 minute(s) and 51 second(s),https://www.youtube.com/embed/pATSoQU_axc?autoplay=0,speak_yes,live_stream_game,1,1,1,0,0,TeamTrees,very_high,very_high,very_high
9405151,G5e3dc4d29ce7f,OK,8545f2f8,2a02:c7f:700a:ee00:a439:aa8f:5bf9:6193,United Kingdom,"Saturday, 08-Feb-20 04:59:52 EST","Saturday, 08-Feb-20 05:07:42 EST",7 minute(s) and 50 second(s),https://www.youtube.com/embed/pATSoQU_axc?autoplay=0,speak_yes,live_stream_game,1,1,1,0,0,TeamTrees,neutral,very_low,low
9419093,G5e3dc4d29ce7f,NOK,9eec8ffa,162.216.161.74,Jamaica,"Wednesday, 12-Feb-20 03:19:17 EST","Wednesday, 12-Feb-20 03:20:25 EST",1 minute(s) and 8 second(s),https://www.youtube.com/embed/pATSoQU_axc?autoplay=0,speak_yes,donating,1,1,0,0,0,TeamTrees,neutral,neutral,neutral
9405164,G5e3dc4d29cf3b,NOK,8545f2f8,2a02:c7f:700a:ee00:a439:aa8f:5bf9:6193,United Kingdom,"Saturday, 08-Feb-20 05:07:55 EST","Saturday, 08-Feb-20 05:17:07 EST",9 minute(s) and 12 second(s),https://www.youtube.com/embed/hoslcOiENSg?autoplay=0,speak_yes,donating,0,0,0,0,0,TeamTrees,neutral,low,very_low
9427820,G5e3dc4d29cf3b,OK,7072b5ba,2600:1700:3570:9770:7cc9:3b86:ea31:2c62,United States,"Monday, 10-Feb-20 17:28:44 EST","Monday, 10-Feb-20 17:42:11 EST",13 minute(s) and 27 second(s),https://www.youtube.com/embed/hoslcOiENSg?autoplay=0,speak_yes,live_stream_game,0,0,0,0,0,TeamTrees,neutral,neutral,neutral
9411081,G5e3dc4d29cf3b,OK,be20033a,121.208.150.121,Australia,"Saturday, 08-Feb-20 08:35:19 EST","Saturday, 08-Feb-20 08:45:46 EST",10 minute(s) and 27 second(s),https://www.youtube.com/embed/hoslcOiENSg?autoplay=0,speak_yes,live_stream_game,0,0,0,0,0,TeamTrees,neutral,neutral,neutral
